pixel_ID,astarX,astarY
0.0,0.7015172839164734,0.7126524448394775
1.0,0.7071067690849304,0.7071067690849304
2.0,0.7071067690849304,0.7071067690849304
3.0,0.7071067690849304,0.7071067690849304
4.0,0.7071067690849304,0.7071067690849304
5.0,0.7071067690849304,0.7071067690849304
6.0,0.7071067690849304,0.7071067690849304
7.0,0.7071067690849304,0.7071067690849304
8.0,0.7071067690849304,0.7071067690849304
9.0,0.7071067690849304,0.7071067690849304
10.0,0.7071067690849304,0.7071067690849304
11.0,0.7071067690849304,0.7071067690849304
12.0,0.7071067690849304,0.7071067690849304
13.0,0.7071067690849304,0.7071067690849304
14.0,0.7071067690849304,0.7071067690849304
15.0,0.7071067690849304,0.7071067690849304
16.0,0.7071067690849304,0.7071067690849304
17.0,0.7071067690849304,0.7071067690849304
18.0,0.7071067690849304,0.7071067690849304
19.0,0.7071067690849304,0.7071067690849304
20.0,0.7071067690849304,0.7071067690849304
21.0,0.7071067690849304,0.7071067690849304
22.0,0.7071067690849304,0.7071067690849304
23.0,0.7071067690849304,0.7071067690849304
24.0,0.7071067690849304,0.7071067690849304
25.0,0.7071067690849304,0.7071067690849304
26.0,0.7071067690849304,0.7071067690849304
27.0,0.7071067690849304,0.7071067690849304
28.0,0.7071067690849304,0.7071067690849304
29.0,0.7071067690849304,0.7071067690849304
30.0,0.7071067690849304,0.7071067690849304
31.0,0.7071067690849304,0.7071067690849304
32.0,1.0,0.0
33.0,0.7071067690849304,-0.7071067690849304
34.0,0.7071067690849304,-0.7071067690849304
35.0,0.7071067690849304,-0.7071067690849304
36.0,0.7071067690849304,-0.7071067690849304
37.0,0.7071067690849304,-0.7071067690849304
38.0,0.7071067690849304,-0.7071067690849304
39.0,0.7071067690849304,-0.7071067690849304
40.0,0.7071067690849304,-0.7071067690849304
41.0,0.7071067690849304,-0.7071067690849304
42.0,0.7071067690849304,-0.7071067690849304
43.0,0.7071067690849304,-0.7071067690849304
44.0,0.7071067690849304,-0.7071067690849304
45.0,0.7071067690849304,-0.7071067690849304
46.0,0.7071067690849304,-0.7071067690849304
47.0,0.7071067690849304,-0.7071067690849304
48.0,0.7071067690849304,-0.7071067690849304
49.0,0.7071067690849304,-0.7071067690849304
50.0,0.7071067690849304,-0.7071067690849304
51.0,0.7071067690849304,-0.7071067690849304
52.0,0.7071067690849304,-0.7071067690849304
53.0,0.7071067690849304,-0.7071067690849304
54.0,0.7071067690849304,-0.7071067690849304
55.0,0.7071067690849304,-0.7071067690849304
56.0,0.7071067690849304,-0.7071067690849304
57.0,0.7071067690849304,-0.7071067690849304
58.0,0.7071067690849304,-0.7071067690849304
59.0,0.7071067690849304,-0.7071067690849304
60.0,0.7071067690849304,-0.7071067690849304
61.0,0.7071067690849304,-0.7071067690849304
62.0,0.7071067690849304,-0.7071067690849304
63.0,0.7071067690849304,-0.7071067690849304
64.0,0.7071067690849304,-0.7071067690849304
65.0,0.0,0.0
66.0,0.7071067690849304,0.7071067690849304
67.0,0.7071067690849304,0.7071067690849304
68.0,0.7071067690849304,0.7071067690849304
69.0,0.7071067690849304,0.7071067690849304
70.0,0.7071067690849304,0.7071067690849304
71.0,0.7071067690849304,0.7071067690849304
72.0,0.7071067690849304,0.7071067690849304
